Country or Area,Year,co2_gigagrams,hfc_gigagrams,methane_gigagrams,pfc_gigagrams,sf6_gigagrams,n2o_gigagrams
Finland,2009,5.506.673.018,88.883.093,4.208.868.783,93.174,4.981.955,577.946.913
Finland,2008,5.799.305.034,99.318.975,4.275.351.373,11.231,5.115.795,6.802.280.051
Finland,2007,6.624.326.818,90.327.929,4.381.561.811,8.396,5.289.309,6.659.499.289
Finland,2006,6.794.320.757,74.715.917,4.502.274.521,15.43,708.157,6.621.409.744
Finland,2005,5.653.240.044,8.634.538,4.436.947.196,9.875,6.587.557,6.715.710.899
Finland,2004,6.848.593.898,69.374.659,4.650.685.536,1.188.967,5.888.721,6.682.617.451
Finland,2003,7.236.565.055,65.130.996,4.808.099.163,14.853,615.903,667.569.706
Finland,2002,6.457.504.153,4.632.231,4.985.643.995,13.37,5.790.731,6.529.314.637
Finland,2001,62.067.707,6.463.829,5.172.930.734,20.06,5.373.915,643.919.613
Finland,2000,5.682.949.797,49.175.505,5.289.334.567,22.456,5.397.337,6.501.380.843
Finland,1999,5.865.732.094,3.183.478,5.498.684.975,279.694,4.959.011,6.433.180.622
Finland,1998,5.907.553.685,24.522.385,5.626.238.984,0.21,5.628.211,652.751.791
Finland,1997,6.235.540.018,1.677.727,5.823.611.338,0.18,706.006,6.694.278.528
Finland,1996,6.369.921.375,77.310.337,5.900.295.666,0.16,7.239.071,6.742.342.391
Finland,1995,5.789.630.516,2.932.876.451,5.978.972.495,0.14,7.128.653,6.791.866.909
Finland,1994,6.141.979.068,652.648,6.124.928.505,0.12,3.142.133,6.621.414.884
Finland,1993,5.612.396.426,0.101,6.159.850.643,0.1,3.000.167,650.062.817
Finland,1992,5.421.501.532,0.104745,6.127.131.143,0.09,4.581.869,6.332.347.788
Finland,1991,5.506.564.101,0.0538,6.157.873.632,0.08,8.252.192,6.835.793.118
Finland,1990,5.664.417.148,0.0177,6.169.662.934,0.07,1.149.351,7.400.098.743
France,2012,3.688.454.169,1.696.774.455,5.174.487.549,3.998.270.599,6.722.339.218,5.776.588.991
France,2011,3.648.194.145,1.677.235.325,5.213.313.313,4.320.853.976,6.647.827.949,6.115.990.897
France,2010,3.910.755.191,1.580.914.519,5.343.252.161,3.869.810.893,8.511.667.385,6.060.044.219
France,2009,3.819.927.488,148.681.824,5.345.891.071,3.701.612.795,9.278.149.404,6.276.256.595
France,2008,4.007.203.115,1.416.734.578,5.470.862.474,5.690.531.836,1.097.552.364,6.668.998.494
France,2007,4.072.544.576,1.341.057.734,5.436.768.553,92.763.168,1.117.865.613,6.564.244.104
France,2006,416414.05,1.262.445.182,5.436.755.908,1.169.054.299,1.242.216.571,6.605.043.019
France,2005,4.257.406.524,1.174.570.334,5.486.277.192,1.432.839.034,1.376.051.422,6.841.885.853
France,2004,4.222.019.011,1.096.703.471,5.572.265.458,2.182.426.231,1.641.019.106,6.905.653.626
France,2003,4.204.927.844,1.009.481.439,568.269.019,3.220.211.727,1.608.043.813,7.111.127.186
France,2002,4.120.197.028,8.805.256.009,5.822.933.211,3.479.905.635,162.914.663,7.377.786.761
France,2001,4.162.670.097,7.433.958.886,593.222.183,2.193.461.881,1.976.289.052,7.579.496.961
France,2000,4.150.792.932,5.984.069.597,6.013.610.305,2.488.256.476,2.444.825.181,7.846.472.836
France,1999,4.181.931.791,4.970.729.524,5.897.636.695,3.530.618.098,2.556.516.551,7.883.102.635
France,1998,4.265.645.266,4.039.121.573,5.923.986.004,2.847.256.391,2.899.212.424,8.586.077.681
France,1997,4.048.847.766,3.781.320.842,5.921.882.683,2.426.306.033,2.781.410.712,9.319.689.632
France,1996,4.113.028.663,3.001.819.518,6.040.856.501,2.338.812.477,2.776.983.834,9.174.322.052
France,1995,3.984.805.837,1.761.237.741,6.097.209.427,2.562.128.499,2.717.434.428,9.038.196.807
France,1994,3.916.817.382,1.674.611.484,6.044.678.822,3.527.350.874,2.643.931.706,8.861.119.482
France,1993,3.914.847.093,2.388.903.156,6.043.463.108,3.954.038.277,2.474.840.965,8.726.016.023
France,1992,4.130.205.144,3.633.511.573,6.020.872.856,4.047.893.463,2.419.944.408,9.153.389.523
France,1991,4.231.216.973,4.228.175.305,600.420.599,397.330.747,2.365.692.554,9.039.423.433
France,1990,3.987.699.244,3.657.227.926,5.975.100.948,4.293.450.858,2.286.323.171,9.162.602.058
Germany,2012,8.217.176.929,9.345.589.459,4.870.616.928,2.089.472.125,3.307.030.717,557.978.792
Germany,2011,8.104.411.256,9.153.371.128,4.869.650.421,2.414.413.834,3.315.679.463,5.684.644.114
Germany,2010,8.294.015.044,8.876.505.627,5.005.219.635,302.291.619,3.194.043.259,5.456.173.243
Germany,2009,7.856.025.864,9.307.435.197,5.113.297.586,357.825.389,3.065.048.242,6.313.995.544
Germany,2008,8.511.114.674,8.782.476.398,5.315.808.484,4.955.249.959,3.114.560.807,6.314.058.322
Germany,2007,848.548.941,8.655.845.397,5.385.009.809,5.108.414.629,3.334.042.962,6.168.398.015
Germany,2006,8.732.465.909,8.604.893.673,5.658.948.704,5.794.188.144,3.397.889.061,6.000.816.509
Germany,2005,8.617.334.229,8.447.607.232,5.927.470.313,7.257.430.507,3.480.035.594,6.079.816.274
Germany,2004,8.817.433.962,8.299.059.791,622.110.358,8.477.694.378,3.400.038.367,6.330.474.924
Germany,2003,8.935.999.313,8.197.528.698,6.650.365.915,879.326.126,3.180.542.488,5.993.638.238
Germany,2002,8.908.759.273,8.835.011.013,6.921.176.984,8.212.003.854,3.235.976.434,6.096.505.177
Germany,2001,9.075.419.682,8.358.947.091,7.227.632.573,7.562.784.059,3.932.785.551,6.230.757.652
Germany,2000,8.915.155.357,7.429.770.883,7.507.439.117,8.225.164.484,426.897.794,6.125.613.957
Germany,1999,8.878.906.602,8.297.969.999,781.986.636,1.275.094.364,4.496.713.918,6.114.455.761
Germany,1998,9.151.765.294,8.052.279.677,7.966.596.584,1.527.797.768,6.173.029.181,6.458.478.127
Germany,1997,923.080.153,7.384.734.449,8.480.528.243,1.415.730.453,6.403.569.054,7.788.808.326
Germany,1996,9.518.634.798,6.666.146.518,8.922.542.497,1.753.172.529,6.459.805.752,8.075.027.777
Germany,1995,9.308.570.275,7.007.791.362,9.194.073.292,1.792.110.818,6.779.161.124,7.920.303.062
Germany,1994,9.324.851.815,6.851.114.322,9.534.497.381,1.649.691.474,6.550.725.704,7.899.829.825
Germany,1993,9.486.839.701,6.360.563.144,9.927.106.696,1.938.773.158,6.261.790.958,7.917.088.725
Germany,1992,9.575.617.748,4.375.623.016,9.967.420.872,20.676.025,5.490.508.353,8.181.144.034
Germany,1991,1.004.735.326,4.214.056.597,1.033.459.099,2.280.605,4.974.846.605,8.148.340.925
Germany,1990,1.042.065.702,45.922.925,1.087.980.727,2.629.685,4.641.629.621,8.532.138.286
Greece,2012,9.047.238.586,3.889.046.262,9.706.235.048,1.103.946.562,5.113.746.429,6.810.884.224
Greece,2011,9.425.073.379,3.410.132.773,9.783.959.032,7.834.430.544,515.045,7.208.943.503
Greece,2010,9.675.826.673,360.327.516,9.899.123.735,1.055.453.091,61.423,7.513.365.044
Greece,2009,1.037.126.004,3.338.700.232,9.797.429.174,7.427.922.513,5.258,7.191.216.248
Greece,2008,1.100.053.762,2.950.248.515,1.006.499.102,9.353.441.083,75.285,764.588.751
Greece,2007,1.138.486.484,2.569.370.306,1.009.742.069,8.063.591.557,99.185,8.040.149.683
Greece,2006,1.113.835.272,2.231.523.022,1.025.368.986,7.077.489.254,8.365,7.854.789.038
Greece,2005,1.128.943.699,4.066.710.614,1.021.036.837,7.432.127.218,6.453,8.067.349.342
Greece,2004,1.091.126.902,3.990.804.508,1.018.438.091,7.342.170.758,44.693,8.349.894.092
Greece,2003,1.087.887.548,3.901.168.507,1.016.390.575,7.689.571.798,42.542,8.331.181.785
Greece,2002,1.047.143.432,4.098.806.455,1.015.650.706,7.356.522.594,42.542,8.407.719.933
Greece,2001,1.049.757.311,384.914.812,1.015.542.193,7.116.451.358,4.063,8.463.830.354
Greece,2000,1.025.716.499,4.243.674.638,1.102.219.818,1.050.903.369,39.913,8.640.981.089
Greece,1999,9.749.414.716,5.365.791.283,1.111.758.242,903.165.642,38.718,896.477.753
Greece,1998,9.820.551.035,4.579.595.215,1.121.272.864,1.330.421.131,37.762,9.050.904.656
Greece,1997,9.330.761.609,4.097.769.124,1.099.071.538,1.076.700.747,37.284,9.087.147.107
Greece,1996,8.852.649.857,3.817.883.341,1.108.778.405,46.135.992,36.806,9.292.567.584
Greece,1995,8.644.172.449,3.290.409.684,108.656.417,539.699.748,3.585,9.071.304.588
Greece,1994,8.599.716.468,2.144.053.876,1.084.113.758,60.372.676,3.448.053,8.777.288.325
Greece,1993,8.374.230.627,1.606.737.776,1.065.571.899,969.769.416,33.535.285,8.953.681.473
Greece,1992,8.443.671.431,908.388,1.067.693.004,16.120.951,3.261.394,9.785.840.385
Greece,1991,8.276.806.409,1106.82,105.633.766,1.641.710.448,3.164.599,9.928.385.797
Greece,1990,8.299.780.887,935.064,10.610.989,1.633.716.588,3.070.194,1.022.522.668
Hungary,2012,4.607.235.487,1.005.806.337,7.990.472.847,1.365.954.691,1.533.635.754,6.757.299.416
Hungary,2011,4.985.869.319,1.144.831.142,7.985.772.477,1.706.629.281,2.195.604.331,6.823.522.431
Hungary,2010,5.166.771.577,1.038.602.636,8.155.900.469,1.205.850.371,234.938.673,6.539.602.631
Hungary,2009,5.102.899.309,9.439.495.264,8.163.814.256,2.930.039.395,22.055.398,6.615.411.981
Hungary,2008,5.669.959.059,9.860.283.139,8.286.254.027,3.797.934.051,27.550.486,7.076.794.032
Hungary,2007,5.801.210.412,8.725.586.733,8.537.142.572,3.599.393.868,25.272.577,7.972.520.459
Hungary,2006,5.947.834.592,8.042.735.036,8.546.328.157,252.006.295,18.577.948,8.467.997.717
Hungary,2005,5.994.633.008,681.732.504,8.619.804.123,2.102.502.697,23.772.374,868.019.673
Hungary,2004,5.985.156.973,6.044.480.136,8.818.086.288,201.912.107,32.962.402,9.301.025.136
Hungary,2003,6.114.281.742,4.990.752.687,9.191.616.494,1.906.953.691,1.795.607,8.400.355.571
Hungary,2002,5.849.868.799,3.851.636.795,9.180.476.697,2.038.767.463,17.427.402,8.437.368.183
Hungary,2001,594.880.136,3.102.294.745,9.093.884.447,1.999.524.047,2.260.223,9.041.139.123
Hungary,2000,5.808.064.955,2.369.811.538,9.313.664.591,212.157.087,195.263,8.465.586.831
Hungary,1999,61.283.471,3.272.059.313,9.413.539.776,2.108.132.071,20.548.981,824.710.691
Hungary,1998,6.097.539.974,1.787.949.699,9.319.014.841,1.935.803.864,1.681.604,8.260.396.011
Hungary,1997,6.138.266.973,1.078.922.953,9.329.796.828,1.615.184.651,21.130.229,8.076.733.147
Hungary,1996,6.268.657.535,4.947.699.818,9.465.118.021,159.397.924,17.462.774,817.129.264
Hungary,1995,6.133.049.018,3.784.329.175,9.261.748.316,16.682.386,1.695.944,7.508.211.111
Hungary,1994,6.120.417.615,1.688.933.969,9.232.630.608,158.934.916,1.494.945,8.452.697.536
Hungary,1993,6.290.306.365,3.376.854.881,9.701.694.573,1.457.288,12.983.675,737.890.425
Hungary,1992,6.184.253.134,3.376.854.881,1.017.241.188,1.348.214,9.941.205,7.471.158.281
Hungary,1991,6.882.432.098,,114.774.057,233.719.612,10.249.515,9.106.318.084
Hungary,1990,7.247.520.856,,1.187.556.073,270.83,876.174,1.289.337.197
Iceland,2012,3.323.787.239,1.441.162.976,4.568.137.208,797.448.072,556.631,4.577.018.565
Iceland,2011,3.332.749.606,1.213.462.899,4.726.839.969,6.321.904.978,319.204.815,4.479.355.761
Iceland,2010,3.431.809.795,122.527.187,4.879.082.915,145.632.406,488.894.815,453.394.538
Iceland,2009,3.571.835.851,9.499.190.074,4.875.292.277,1.527.465.379,317.053.815,468.992.605
Iceland,2008,3.605.127.827,7.062.871.217,4.899.724.782,3.489.981.369,315.141.815,5.039.077.803
Iceland,2007,3.286.405.142,6.196.757.553,493.903.842,2.811.328.033,299.735.875,4.930.619.624
Iceland,2006,3.029.320.843,58.741.011,4.921.548.711,3.332.231.829,263.885.875,4.748.577.705
Iceland,2005,2.852.933.662,5.840.090.763,4.697.969.831,2.609.562.934,263.885.875,4.493.932.335
Iceland,2004,2.926.444.038,5.017.387.518,4.736.256.561,3.857.983.432,137.813.375,4.409.772.318
Iceland,2003,2.854.601.137,471.436.958,4.719.369.109,5.978.602.559,13.748.475,4.437.325.967
Iceland,2002,2.862.858.773,380.716.637,4.738.525.362,7.254.256.593,13.748.475,454.045.793
Iceland,2001,2.773.279.958,4.020.969.972,4.763.991.392,9.166.400.776,13.748.475,4.869.041.952
Iceland,2000,2.775.919.239,3.572.962.223,4.676.927.339,1.271.630.837,13.748.475,4.947.686.923
Iceland,1999,2.710.120.743,4.037.440.663,4.737.164.808,1.732.108.073,1.303.745,520.438.794
Iceland,1998,2.505.000.474,3.561.343.584,4.693.661.986,1.801.330.277,1.303.745,4.987.632.175
Iceland,1997,2.495.745.822,2.354.854.796,4.592.400.962,8.235.830.643,1.303.745,4.969.448.204
Iceland,1996,2.407.410.972,150.129.727,4.590.784.782,2.514.871.608,1.303.745,4.978.376.047
Iceland,1995,2.318.223.004,7.947.339.163,4.519.615.357,5.884.404.096,1.303.745,4.771.131.032
Iceland,1994,2.286.940.376,140.885.399,4.548.732.868,4.456.700.064,1.303.745,4.868.565.735
Iceland,1993,2.339.337.445,0.672904508,4.456.310.727,7.485.870.358,1.303.745,4.808.502.752
Iceland,1992,2.216.103.677,,4.376.721.305,1.552.786.135,1.303.745,4.701.880.847
Iceland,1991,2.090.156.374,,4.325.138.202,3.483.413.529,1.303.745,5.013.773.456
Iceland,1990,2.160.107.595,,4.366.015.924,4.196.312.695,114.929.125,5.205.865.732
Ireland,2012,3.801.138.591,9.820.083.944,1.207.400.929,8.030.346.667,392.112.078,7.416.592.908
Ireland,2011,3.771.633.767,992.276.693,1.169.204.708,131.984,476.649.375,7.288.432.991
Ireland,2010,4.129.213.166,9.733.669.497,117.206.237,370.224,347.353.314,7.837.023.678
Ireland,2009,4.174.964.514,9.571.247.346,1.194.766.274,6.557.002,4.116.915.783,7.551.086.291
Ireland,2008,4.700.571.849,9.730.586.231,1.223.796.614,10.619.716,5.749.637.767,7.640.051.705
Ireland,2007,4.721.361.858,8.508.921.864,1.236.410.943,130.579,6.617.955.188,7.745.361.634
Ireland,2006,4.722.718.624,8.446.346.194,1.289.069.594,148.32,6.339.699.911,7.991.515.828
Ireland,2005,4.762.685.446,8.134.637.397,1.282.109.633,1.683.399,1.019.803.919,8.123.928.216
Ireland,2004,4.580.548.441,6.354.394.577,1.315.264.977,1.824.274,6.883.022.224,8.339.635.381
Ireland,2003,4.515.122.968,5.149.922.413,1.393.732.665,2.287.945,1.154.343.128,851.935.454
Ireland,2002,4.567.612.244,3.819.748.456,1.339.508.469,2.124.033,6.773.545.359,8.604.383.017
Ireland,2001,4.709.832.731,3.136.503.177,1.345.748.004,2.959.841,6.784.049.011,8.974.219.856
Ireland,2000,4.468.918.208,2.708.211.902,1.341.177.124,3.054.059,5.434.971.953,948.481.335
Ireland,1999,4.190.702.937,2.156.003.195,1.395.397.391,19.593.295,6.738.091.102,9.941.973.198
Ireland,1998,4.027.072.853,2.069.876.179,1.441.734.547,61.87,9.309.016.849,1.026.744.981
Ireland,1997,3.825.567.929,1.618.278.906,1.419.126.988,1.308.232,1.322.020.313,9.638.569.717
Ireland,1996,3.683.994.883,9.457.064.963,1.417.600.117,103.085,1.021.653.158,9.685.455.923
Ireland,1995,352.325.419,3.712.570.053,1.391.999.062,75.382,8.293.121.524,9.555.237.364
Ireland,1994,344.223.206,1.326.133.654,1.390.226.034,4.526.644,6.493.972.785,9.304.332.469
Ireland,1993,3.320.681.092,3.999.200.657,1.397.479.452,3.020.866,554.564.517,9.051.438.813
Ireland,1992,3.307.416.024,1.459.020.763,1.396.326.443,1.515.088,4.597.298.489,8.906.300.573
Ireland,1991,3.320.632.153,0.60372,1.384.682.598,762.199,4.074.352.547,89.153.675
Ireland,1990,3.242.398.902,0.468,13.674.086,0.0931,3.551.387.152,9.112.118.365
Italy,2012,3.866.667.273,9.246.260.023,3.474.684.332,1.314.038.412,3.557.153.849,2.775.386.744
Italy,2011,413.379.399,880.423.097,3.572.224.469,1.454.540.813,3.513.813.276,2.688.933.706
Italy,2010,4.249.931.948,8.298.753.668,3.723.339.366,1.330.834.081,3.732.729.488,2.712.915.492
Italy,2009,4.148.097.727,776.866.635,3.794.730.381,1.062.810.972,3.980.177.587,2.812.624.132
Italy,2008,4.636.956.045,7.161.582.891,3.814.140.518,1.500.588.597,4.355.346.761,2.968.577.947
Italy,2007,4.754.363.632,65.456.189,3.926.953.056,165.209.526,4.275.516.855,3.174.673.952
Italy,2006,483.533.584,5.833.947.036,3.954.354.722,1.713.614.163,4.058.741.892,3.234.285.003
Italy,2005,4.880.780.427,5.147.948.788,4.110.177.114,1.714.999.893,4.653.858.352,3.775.361.522
Italy,2004,4.893.670.111,4.408.803.204,4.139.001.851,1.733.213.678,5.021.360.796,3.944.189.865
Italy,2003,4.865.596.753,3.697.315.823,4.279.278.656,1.676.711.095,467.557.377,3.841.044.664
Italy,2002,4.705.308.572,3.005.852.434,4.376.675.476,1.333.923.917,7.397.218.198,3.892.457.999
Italy,2001,4.682.839.699,2.382.573.947,4.470.208.536,1.342.038.729,7.953.381.626,3.963.785.856
Italy,2000,4.622.776.909,1.837.713.168,4.585.009.396,1.217.434.704,4.934.326.124,3.956.069.403
Italy,1999,458.824.817,1.715.256.506,4.568.801.002,111.076.544,4.045.064.006,4.057.555.452
Italy,1998,4.535.240.831,1.299.053.234,4.546.501.334,1.103.895.055,6.048.073.141,3.986.082.638
Italy,1997,4.423.717.014,8.405.624.123,4.554.017.601,1.066.246.208,7.286.354.856,3.991.644.157
Italy,1996,4.383.033.628,4.893.220.051,4.500.484.921,1.038.261.586,6.825.557.426,3.851.943.848
Italy,1995,4.449.436.781,6.798.114.756,4.434.234.876,1.266.379.484,6.014.546.986,384.989.026
Italy,1994,4.199.039.779,4.818.964.798,438.515.674,123.311.417,4.156.618.908,3.766.542.039
Italy,1993,4.271.701.771,3.554.171.307,434.641.814,1.444.453.696,3.703.969.177,3.846.202.104
Italy,1992,4.338.675.701,3.587.800.711,4.366.952.487,1.567.239.116,3.582.648.173,3.796.134.933
Italy,1991,4.341.564.146,3.554.339.556,4.507.835.297,214.992.741,3.563.882.136,3.850.949.686
Italy,1990,4.346.563.016,351,4.376.638.321,248.674.041,3.329.232.919,3.746.154.889
Japan,2012,1.275.610.697,2.292.568.468,2.000.676.838,2.758.268.018,1.585.088.595,2.023.121.426
Japan,2011,1.240.631.907,2.045.153.438,2.028.665.341,3.016.350.972,1.637.851.537,2.049.362.805
Japan,2010,1.191.067.253,1.829.138.395,2.069.485.349,3.408.706.359,1.862.424.622,2.077.006.929
Japan,2009,1.141.462.927,1.654.660.108,2.110.032.242,3.265.253.025,1.851.272.998,2.144.626.334
Japan,2008,1.213.831.687,15.298.882,2.167.417.771,4.615.065.963,3.761.215.952,2.172.228.969
Japan,2007,1.296.154.649,1.327.924.488,2.216.586.624,6.400.590.613,4.407.451.682,2.184.988.714
Japan,2006,1.262.970.732,1.174.221.704,2.257.371.708,7.311.265.827,4.910.855.228,2.302.384.282
Japan,2005,1.282.128.445,1.051.821.703,2.291.734.115,6.990.729.204,4.807.942.865,2.295.868.719
Japan,2004,1.277.883.644,105.524.865,2.326.326.723,747.842.557,5.095.885.454,2.336.626.545
Japan,2003,1.278.505.002,137.616.823,2.368.708.837,717.870.282,5.253.913.203,2.327.735.065
Japan,2002,1.273.396.599,1.369.302.613,241.780.722,7.433.601.351,557.950.194,2.354.300.825
Japan,2001,1.236.320.518,1.616.805.578,2.509.654.466,7.953.563.367,5.962.417.551,2.417.222.956
Japan,2000,1251460.72,1.880.043.338,2.599.872.914,9.583.347.253,7.188.494.628,2.749.082.733
Japan,1999,1.230.797.265,1.993.445.536,2.656.239.658,1.042.881.711,9.309.932.442,2.486.313.013
Japan,1998,1.195.870.149,1.941.596.117,2.717.782.577,1.340.173.084,1.362.410.892,3.125.726.664
Japan,1997,1231477.53,1.990.511.197,2.797.445.936,1.618.760.865,1.499.811.515,3.276.536.281
Japan,1996,1.236.581.836,199.061.954,2.881.101.463,1.477.208.981,1.753.534.959,3.206.230.174
Japan,1995,1.223.687.326,2.026.016.585,2.969.334.347,1.427.114.125,1.696.145.242,3.101.484.253
Japan,1994,1.210.660.444,1.684.922.948,3.045.268.713,1.089.101.658,1.542.530.763,3.055.883.703
Japan,1993,1.150.877.148,1.442.885.544,310.932.859,8.862.409.248,1.619.422.306,2.931.259.337
Japan,1992,1.158.544.413,1.405.848.448,3.167.673.471,6.163.469.093,161.885.928,2.948.005.698
Japan,1991,1.150.071.465,137.155.724,3.202.001.301,6.066.170.371,1.467.785.945,292.722.081
Japan,1990,1.141.137.735,1.259.524.819,3.241.487.325,5.276.710.758,1.316.784.871,2.972.770.119
Latvia,2012,7.433.175.153,8.364.979.965,1.631.100.966,,1.368.796.498,1.816.309.038
Latvia,2011,7.750.725.456,750.113.593,1.566.624.868,,1.245.429,1.734.936.658
Latvia,2010,8.500.377.028,721.819.035,1.654.841.476,,1.312.858.548,1.747.770.777
Latvia,2009,7.418.269.198,743.677.373,1.659.272.277,,1.352.927.376,1.684.107.221
Latvia,2008,8.106.229.067,7.284.500.924,165.817.341,,100.764.312,1.648.773.508
Latvia,2007,8.542.685.065,9.855.756.795,1.662.471.952,,859.631.376,1.666.618.667
Latvia,2006,8.226.346.867,6.256.671.521,1.617.463.894,,712.390.168,1.608.842.417
Latvia,2005,7.744.850.367,283.620.428,1.659.615.535,,753.018.256,1.615.973.727
Latvia,2004,7.655.415.968,1.806.206.612,1.622.890.929,,5.369.613,1.550.318.765
Latvia,2003,762.269.955,1.570.224.279,1.637.194.331,,441.345.048,1.576.059.216
Latvia,2002,7.411.330.414,9.853.635.038,1.688.680.038,,338.191.692,1.491.303.856
Latvia,2001,7.394.849.995,7.576.425.755,1.696.674.164,,197.680.724,1.524.699.027
Latvia,2000,6.968.127.409,5.112.179.144,1.609.020.664,,1.275.065,1.410.039.099
Latvia,1999,7.611.219.655,3.270.709.451,1.629.966.632,,0.97724232,1.390.250.096
Latvia,1998,821.088.742,2.855.968.298,175.060.378,,0.70969616,1.472.029.386
Latvia,1997,8.595.211.823,1.924.210.798,1.833.588.691,,0.508114,1.529.764.627
Latvia,1996,9.123.751.269,0.833069855,1.863.408.518,,0.28733536,1.529.006.393
Latvia,1995,9.035.358.298,0.637962387,1.919.082.371,,0.25117944,1.547.249.289
Latvia,1994,1.022.758.181,,1.939.466.331,,,1.726.431.716
Latvia,1993,1.173.720.514,,2.113.128.228,,,1.967.671.716
Latvia,1992,1.400.321.638,,2.806.402.968,,,2.759.183.608
Latvia,1991,1.747.841.101,,3.266.121.408,,,35.541.415
Latvia,1990,1.905.231.068,,3.344.394.715,,,3.816.203.518
Liechtenstein,2012,1.885.601.576,8.328.212.366,15.754.368,0.048000554,0.000478,1.270.760.619
Liechtenstein,2011,1.799.947.156,7.976.138.543,1.542.637.723,0.055306179,0.014101,1.274.014.393
Liechtenstein,2010,1.941.218.745,7.872.622.272,1.505.842.318,0.061721182,0.024617,1.256.530.607
Liechtenstein,2009,2.090.134.336,743.144.639,1.547.464.279,0.063512382,0.142444,1.261.284.809
Liechtenstein,2008,2.233.452.367,7.191.166.332,1.574.308.394,0.065803574,0.36328,1.279.183.634
Liechtenstein,2007,2.045.877.097,6.583.754.884,1.547.672.557,0.060758319,0.1195,1.275.970.167
Liechtenstein,2006,2.349.809.361,6.233.869.409,1.512.558.788,0.050829332,0.059033,1.260.138.836
Liechtenstein,2005,2.334.598.188,5.915.665.316,1.457.101.986,0.037154385,0.267441,1.245.101.047
Liechtenstein,2004,2.339.581.903,526.968.469,1.404.033.217,0.027159961,0.275567,123.173.461
Liechtenstein,2003,234.124.317,4.528.076.915,1.396.103.687,0.013536673,0.260032,1.253.800.483
Liechtenstein,2002,2.250.376.616,4.011.697.628,1.381.066.103,0.010651296,0.255252,1.253.730.999
Liechtenstein,2001,2.202.277.854,375.396.676,1.355.114.956,0.008131562,0.173275,1.257.736.649
Liechtenstein,2000,2.226.692.504,2.947.920.601,1.294.954.395,0.004239434,0.091537,1.230.713.728
Liechtenstein,1999,2.293.690.313,2.389.318.474,1.301.336.173,0.001733006,0.00478,1.251.404.081
Liechtenstein,1998,2.305.823.529,1.922.781.177,1.344.969.231,0.000224231,0.000239,1.267.630.354
Liechtenstein,1997,2.197.107.108,1.567.651.595,1.351.120.066,0.000106545,0.000239,1.280.268.441
Liechtenstein,1996,2.072.947.121,1.131.800.381,137.507.382,5.61E-05,0.000239,1.292.582.524
Liechtenstein,1995,2.056.451.985,0.842760389,1.333.449.168,2.52E-05,,128.819.114
Liechtenstein,1994,2.026.225.373,0.180951735,1.344.037.499,9.50E-06,,1.289.324.995
Liechtenstein,1993,2.166.144.878,0.074257177,1.331.298.479,2.87E-06,,1.293.614.398
Liechtenstein,1992,2.085.626.825,0.028967776,1.394.195.851,5.33E-07,,1.328.536.843
Liechtenstein,1991,2.080.252.645,0.00131263,1.421.887.624,1.61E-08,,1.336.165.533
Liechtenstein,1990,2.008.129.063,9.49E-05,1.433.407.271,,,1.298.616.735
Lithuania,2012,1.418.200.379,2.406.626.984,3.051.316.335,,41.850.573,4.144.117.532
Lithuania,2011,1.402.917.931,2.195.103.981,3.071.443.793,,81.173.243,435.172.552
Lithuania,2010,136.918.559,1.924.833.834,3.207.960.796,,58.530.383,4.020.430.921
Lithuania,2009,1.289.328.118,167.755.595,325.924.737,,27.682.653,4.108.578.149
Lithuania,2008,1.507.912.255,1.528.090.616,3.359.559.282,,32.123.273,6.337.553.825
Lithuania,2007,1.572.129.206,1.228.169.369,3.390.066.695,,0.8775363,6.884.023.301
Lithuania,2006,1.435.867.913,9.266.110.886,3.415.352.771,,11.798.713,5.839.875.285
Lithuania,2005,1.398.461.447,6.849.033.719,3.383.188.862,,13.502.783,5.880.850.891
Lithuania,2004,1.322.573.013,5.025.305.114,3.371.242.977,,0.7785903,5.583.128.444
Lithuania,2003,1.265.060.218,3.394.319.177,3.419.341.042,,20.345.353,5.341.791.157
Lithuania,2002,1.265.358.699,2.427.617.097,3.362.699.061,,0.3507803,5.190.952.947
Lithuania,2001,1.255.558.758,1.816.553.662,3.289.879.858,,0.2575703,4.852.261.252
Lithuania,2000,1.183.353.129,1.366.186.453,3.164.395.803,,0.3280753,4.620.472.754
Lithuania,1999,1.345.041.695,1.065.596.132,3.360.673.478,,0.1356803,4.433.850.458
Lithuania,1998,159.281.236,8.170.701.826,3.506.300.214,,0.10038,4.370.501.713
Lithuania,1997,1.511.753.372,5.436.139.543,3.729.684.011,,0.08126,4.202.310.912
Lithuania,1996,1.571.266.219,3.679.793.549,3.620.495.796,,0.0478,4.021.726.007
Lithuania,1995,1.506.226.267,2.756.973.298,362.571.624,,0.0478,3.381.478.302
Lithuania,1994,1.575.047.451,0.26853786,3.718.694.857,,,3.392.310.574
Lithuania,1993,1.635.691.151,0.1015926,4.011.623.666,,,3.932.672.662
Lithuania,1992,2.121.257.049,,4.456.346.006,,,4.537.531.188
Lithuania,1991,3.789.055.656,,553.005.437,,,6.684.432.194
Lithuania,1990,3.578.499.067,,5.749.548.622,,,718.623.129
Luxembourg,2012,1.087.010.845,6.726.222.241,422.671.343,0.164147156,8.142.752.206,4.708.922.229
Luxembourg,2011,1.113.834.086,6.701.348.829,4.297.610.745,0.179785379,775.360.717,4.818.793.212
