Country or Area,Year,co2_gigagrams,hfc_gigagrams,methane_gigagrams,pfc_gigagrams,sf6_gigagrams,n2o_gigagrams
Switzerland,2006,4.591.068.617,9.362.318.855,3.837.616.686,3.284.467.879,200.871.786,298.663.158
Switzerland,2005,4.628.999.156,9.052.014.752,3.835.509.209,3.338.686.612,2.129.934.688,2.991.480.183
Switzerland,2004,4.564.991.584,8.204.993.965,3.840.773.649,5.300.406.886,1.898.402.595,3.007.034.159
Switzerland,2003,4.502.536.643,7.098.819.144,3.871.034.502,5.723.995.525,1.740.626.556,3.054.554.058
Switzerland,2002,4.384.411.643,6.354.428.324,3.962.260.313,4.043.707.531,1.682.702.635,3.113.799.375
Switzerland,2001,4.490.429.277,5.969.631.851,4.010.163.997,4.520.856.317,1.570.914.368,3.142.772.381
Switzerland,2000,4.395.215.846,5.013.886.298,4.017.474.729,6.908.323.672,157.785.969,3.123.375.171
Switzerland,1999,4.489.371.273,4.209.829.491,4.088.966.884,3.588.325.435,146.895.293,3.134.252.145
Switzerland,1998,4.481.187.638,3.577.779.689,4.171.289.726,2.283.268.061,1.601.832.246,317.050.802
Switzerland,1997,4.351.401.573,3.013.034.448,4.228.355.297,2.004.757.463,1.306.077.243,3.181.328.563
Switzerland,1996,443.404.477,228.039.723,4.334.523.911,1.719.932.619,9.441.778.301,3.300.874.949
Switzerland,1995,4.368.345.211,181.661.131,4.394.511.019,1.468.774.004,9.773.239.952,3.304.201.003
Switzerland,1994,4.298.109.555,3.400.863.897,441.310.905,1.766.391.895,1.120.434.874,3.315.959.321
Switzerland,1993,4.371.771.478,1.467.214.376,4.469.728.954,2.968.768.099,1.263.501.189,3.356.695.972
Switzerland,1992,4.625.849.651,6.572.374.587,456.536.226,6.925.538.846,1.482.141.122,344.442.333
Switzerland,1991,4.636.857.942,0.248268231,4.652.018.915,8.469.895.025,1.459.223.905,3.475.408.017
Switzerland,1990,4.463.931.399,0.022528355,4.638.163.316,1.002.134.153,1.436.161.988,3.478.256.666
Turkey,2012,3.574.981.609,4681.3,6.162.323.022,3.127.529.519,9.711.303.038,1.478.715.023
Turkey,2011,3.457.342.582,5308.29,5.804.910.246,3.207.581.075,9.502.253.462,1.372.831.346
Turkey,2010,3.268.485.032,4.009.304,5.730.303.718,3.080.078.916,8.757.837.292,1.415.006.064
Turkey,2009,299.671.211,28.392.481,537.548.955,1.705.631.535,8.034.713.112,1.390.995.788
Turkey,2008,2.978.499.587,26.694.317,5.402.628.118,3.479.752.383,8.430.968.638,1.299.767.708
Turkey,2007,3.086.485.858,3.174.295.111,5.559.117.435,3.609.392.094,9.521.092.676,1.365.129.493
Turkey,2006,2.772.609.209,27.297.478,5.352.635.387,4.046.197.341,911.109.347,1.604.839.384
Turkey,2005,2.597.909.996,2379,5.255.343.771,4.877.580.521,858.727,1.467.041.592
Turkey,2004,2.435.944.239,2.228.733,4.954.269.309,5.233.060.199,704.572,1.647.729.216
Turkey,2003,232.804.283,1.806.714,5.177.401.502,5.185.621.577,479.434,1.615.407.696
Turkey,2002,2.181.939.031,1.418.937,5.064.585.642,5.190.763.528,4.767.572,1.579.751.217
Turkey,2001,2.091.545.121,871.481,530.288.097,5.158.370.413,3.084.534,1.519.580.169
Turkey,2000,2.256.085.683,818.428,5.368.312.128,5.151.230.733,322.889,171.427.395
Turkey,1999,203.847.007,,5.355.228.201,5.148.487.855,5.168.136,1.747.461.894
Turkey,1998,2.045.025.476,,5.232.261.704,5.172.903.315,659.64,1.719.124.288
Turkey,1997,2.053.663.746,,5.113.550.933,516.816.088,6.110.991,1.554.265.896
Turkey,1996,1.921.994.671,,498.500.223,5.202.616.497,3.738.438,1.699.541.065
Turkey,1995,1.740.870.913,,47.393.296,5.164.290.669,,1.682.346.604
Turkey,1994,1.610.138.875,,4.427.515.853,6.042.051.895,,1.263.679.136
Turkey,1993,1.627.566.783,,4.390.310.989,6.851.540.883,,1.573.527.493
Turkey,1992,1.541.745.739,,4.164.099.165,6.810.891.564,,152.326.913
Turkey,1991,1.485.456.872,,3.818.966.178,7.443.475.662,,1.317.429.966
Turkey,1990,1.415.600.458,,3.405.355.544,6.034.341.983,,122.171.962
Ukraine,2012,302.748.889,726.202.165,6.616.590.931,,115.198,31.366.938
Ukraine,2011,3.054.644.911,7.174.209.835,7.038.821.712,,88.191,3.186.915.299
Ukraine,2010,2.896.644.227,6.580.464.571,6.648.342.885,2.298.158.174,1.017.901,2.876.201.074
Ukraine,2009,2.745.876.833,5.860.316.804,6.673.411.009,464.930.597,98.101.135,268.466.139
Ukraine,2008,3.244.968.969,5.715.773.791,7.299.537.226,1.501.584.473,9.787.767,2.937.654.649
Ukraine,2007,3.404.583.477,4.986.373.101,7.650.436.227,1.333.287.689,5.449.678,2.706.955.575
Ukraine,2006,3.373.155.584,355.978.068,7.724.555.752,9.579.554.898,44.811.305,2.642.213.647
Ukraine,2005,3.205.594.334,2.537.640.215,8.011.488.827,122.660.141,46.756.765,2.576.478.598
Ukraine,2004,3.191.310.059,1.677.916.809,8.470.647.292,804.362.518,3.225.066,2.599.222.113
Ukraine,2003,3.178.289.585,9.457.242.848,9.285.245.375,6.648.920.345,2.085.036,2.569.414.138
Ukraine,2002,3.020.672.906,574.701.058,8.973.658.857,8.501.993.527,11.229.415,2.716.951.018
Ukraine,2001,2.988.446.296,2.596.145.114,9.111.895.492,9.658.915.436,0.4872015,2.652.881.612
Ukraine,2000,2.935.089.464,141.170.925,9.273.294.849,9.974.138.662,0.4420305,261.397.734
Ukraine,1999,3.024.188.196,120.739,101.255.558,8.773.964.014,0.321933,2.771.563.015
Ukraine,1998,3.083.693.771,1.135.095,1.011.299.916,1.039.692.968,0.20315,294.046.375
Ukraine,1997,3.096.717.405,582.855,1.036.562.612,1.266.768.567,0.1337205,3.259.374.208
Ukraine,1996,3.243.681.338,,1.095.310.584,1.234.450.701,0.0734925,3.358.072.618
Ukraine,1995,3.603.246.982,,1.152.222.767,1.534.499.109,0.0706245,3.872.474.512
Ukraine,1994,4.029.330.234,,1.271.892.345,138.939.149,0.0677565,4.166.981.381
Ukraine,1993,4.647.787.294,,1.381.857.766,1.237.236.933,0.0622595,4.654.192.345
Ukraine,1992,5.421.677.493,,1.475.843.928,1.226.765.949,0.0323845,5.062.357.402
Ukraine,1991,6.181.649.464,,156.750.829,1.621.878.703,0.020315,5.471.182.142
Ukraine,1990,7.188.943.044,,1.623.516.669,2.032.266.673,0.008126,587.256.912
United Kingdom,2012,483.423.635,139.886.716,5.278.410.753,2.079.772.243,5.421.605.219,3.541.057.744
United Kingdom,2011,4.640.360.707,1.382.523.926,5.481.773.087,3.253.471.711,5.593.276.425,3.570.948.144
United Kingdom,2010,5.049.975.217,1.356.486.893,5.669.802.314,2.206.220.671,6.477.722.006,3.708.908.373
United Kingdom,2009,4.874.424.424,1.318.274.377,5.940.909.277,145.031.793,5.613.112.095,3.618.929.693
United Kingdom,2008,5.367.337.454,127.772.801,6.280.529.901,2.039.253.261,5.849.028.198,3.835.327.004
United Kingdom,2007,5.542.516.056,1.221.345.252,6.700.624.053,2.190.983.367,7.462.210.206,3.936.192.407
United Kingdom,2006,5.611.284.487,1.193.304.563,7.000.226.099,3.017.357.767,7.392.755.441,4.008.569.642
United Kingdom,2005,5.611.015.082,1.125.358.357,724.005.226,2.978.694.124,9.860.001.038,4.222.534.918
United Kingdom,2004,5.639.621.233,1.043.306.916,7.616.766.932,3.402.543.589,1.045.785.369,4.313.544.637
United Kingdom,2003,5.622.967.901,1.123.679.683,7.983.735.718,2.758.908.206,1.260.580.712,42.532.677
United Kingdom,2002,5.515.530.934,1.012.120.462,8.397.138.812,3.186.476.015,1.443.555.607,4.305.619.386
United Kingdom,2001,5.679.042.987,9.735.335.192,8.557.757.845,3.846.756.869,140.054.581,4.486.007.696
United Kingdom,2000,5.566.671.608,8.863.129.884,8.911.794.592,4.605.521.811,1.787.151.242,4.753.938.928
United Kingdom,1999,5.480.479.725,9.884.000.116,9.360.911.592,3.663.682.694,1.449.998.393,4.849.332.926
United Kingdom,1998,5.554.995.327,1.667.509.625,9.796.028.038,3.872.419.519,1.271.451.588,5.900.649.136
United Kingdom,1997,5.505.252.063,1.895.831.486,1.005.722.359,3.975.799.182,1.219.305.838,5.919.104.381
United Kingdom,1996,5.750.269.517,1.656.288.991,1.024.840.052,4.796.437.854,124.513.066,5.875.903.092
United Kingdom,1995,5.537.018.592,153.261.575,1.032.211.157,4.618.097.172,1.200.934.108,5.880.492.173
United Kingdom,1994,562.061.108,1.393.556.002,1.020.586.173,4.858.972.058,1.157.290.224,6.034.775.579
United Kingdom,1993,5.681.002.773,1.301.853.069,1.078.418.661,4.895.971.049,1.114.153.723,5.987.330.241
United Kingdom,1992,5.818.280.588,1.234.548.253,1.093.158.741,5.733.640.808,1.071.483.883,6.449.252.599
United Kingdom,1991,5.983.233.174,118.604.387,1.096.918.931,1.170.865.747,1.029.244.024,6.932.043.655
United Kingdom,1990,5.914.993.178,1.138.405.035,109.058.778,1.401.596.677,9.874.010.398,690.811.598
United States of America,2012,5.375.002.913,,5.520.102.677,,,
United States of America,2011,5.583.379.329,,5.643.404.732,,,
United States of America,2010,5.712.756.635,,5.808.033.231,,,
United States of America,2009,5.497.803.177,,5.907.555.082,,,
United States of America,2008,5927315.45,,5.972.601.107,,,
United States of America,2007,6.116.441.395,,5.864.791.805,,,
United States of America,2006,6.026.493.941,,5.790.838.774,,,
United States of America,2005,6.103.293.899,,5.776.470.097,,,
United States of America,2004,6.074.040.787,,5.763.959.864,,,
United States of America,2003,5.955.611.361,,5.833.794.731,,,
United States of America,2002,5.906.906.916,,5.776.887.755,,,
United States of America,2001,5866460.17,,5.831.221.838,,,
United States of America,2000,5.963.063.288,,5.886.106.035,,,
United States of America,1999,5.789.224.942,,5.924.687.892,,,
United States of America,1998,5.716.139.989,,6.029.009.621,,,
United States of America,1997,5.678.074.726,,6.139.538.358,,,
United States of America,1996,5604991.49,,6.254.232.204,,,
United States of America,1995,5416607.62,,6.299.528.911,,,
United States of America,1994,5354403.58,,6.371.995.526,,,
United States of America,1993,5.267.710.945,,6.294.695.802,,,
United States of America,1992,5.156.781.296,,6.377.858.627,,,
United States of America,1991,5.050.477.632,,6.354.574.711,,,
United States of America,1990,5.100.605.925,,6.332.018.015,,,
